正反同义标签,格式标签,否定式,肯定式
0,不要太a,他额上的汗水落下，因欲望的驰聘，也因极力克制自己不要太粗暴。在一次又一次的抽刺后，他将种子遍洒在她的身体深处，而释放的快感令两人同时不自主地发颤……满足的笑挂在他汗湿的脸上，他拥着最最亲爱的老婆一同进入梦乡，享受宁静的温存时刻。,他额上的汗水落下，因欲望的驰聘，也因极力克制自己太粗暴。在一次又一次的抽刺后，他将种子遍洒在她的身体深处，而释放的快感令两人同时不自主地发颤……满足的笑挂在他汗湿的脸上，他拥着最最亲爱的老婆一同进入梦乡，享受宁静的温存时刻。
0,不要太a,待她俩出了房门，寄傲试着让自己不要太严厉，“你为什么要打若雅？,待她俩出了房门，寄傲试着让自己太严厉，“你为什么要打若雅？
0,不要太a,”睦心菱深吸了口气，告诉自己不要太生气，生气的话会长皱纹的。,”睦心菱深吸了口气，告诉自己太生气，生气的话会长皱纹的。
0,不要太a,所以我效法庄生“以天下为沉浊不可与庄语”，总提醒自己不要太认真了。,所以我效法庄生“以天下为沉浊不可与庄语”，总提醒自己太认真了。
0,不要太a,３不妨改变自己的生活形态，让自己极一些调整，的提醒自己不要太紧张，深呼吸是很好的这。,３不妨改变自己的生活形态，让自己极一些调整，的提醒自己太紧张，深呼吸是很好的这。
0,不要太a,”铃鹿静香按捺着自己，提醒自己不要太急切，可是，不管是订婚前还是订婚后，两人之间的亲密仅止于亲吻，她实在无法满足目前的状况。,”铃鹿静香按捺着自己，提醒自己太急切，可是，不管是订婚前还是订婚后，两人之间的亲密仅止于亲吻，她实在无法满足目前的状况。
0,不要太a,”承欢仍然笑，“责己不要太严。”辛家亮知道讲不过这个机伶女，只得握住她的手深深一吻。,”承欢仍然笑，“责己太严。”辛家亮知道讲不过这个机伶女，只得握住她的手深深一吻。
0,不要太a,”子怀抑下心中的汹涌思绪，面无表情，冷冷的对她说：“这次姑且饶了你，不过一个女人，我要奉劝你，嘴巴不要太锋利，不然是会找不到夫家的。,”子怀抑下心中的汹涌思绪，面无表情，冷冷的对她说：“这次姑且饶了你，不过一个女人，我要奉劝你，嘴巴太锋利，不然是会找不到夫家的。
0,不要太a,注意：不要使导线与其它针脚相连；使用的电胶布不要太厚；不要将电胶布贴在针脚之间。,注意：不要使导线与其它针脚相连；使用的电胶布太厚；不要将电胶布贴在针脚之间。
0,不要太a,要是他能够在她单独坐在一张桌子旁时接近她，地点又是在食堂中央，距离电幕不要太近，周围人声嘈杂，只要这样的条件持续有那么三十秒钟，也许就可以交谈几句了。,要是他能够在她单独坐在一张桌子旁时接近她，地点又是在食堂中央，距离电幕太近，周围人声嘈杂，只要这样的条件持续有那么三十秒钟，也许就可以交谈几句了。
0,不要太a,当时李洪志及其“法轮大法研究会”核心骨干预感到他们这种反社会、反政府的非法活动必将受到惩处，遂要求一线的“法轮功”骨干不要太活跃，要培养尚未暴露的“法轮功”练习者作为接班人。,当时李洪志及其“法轮大法研究会”核心骨干预感到他们这种反社会、反政府的非法活动必将受到惩处，遂要求一线的“法轮功”骨干太活跃，要培养尚未暴露的“法轮功”练习者作为接班人。
0,不要太a,希望今年的农历年不要太冷，语桐是最怕冷的，一冷起来简直想冬眠，不踏出门一步。,希望今年的农历年太冷，语桐是最怕冷的，一冷起来简直想冬眠，不踏出门一步。
0,不要太a,可见，诱惑固然拒之不易，但是只要有勇气有毅力，拒之亦不甚难，方法并不要太多，耿书记所谓的“三心”足矣：以普通人的良心自责，以党员的良心自律，以公仆的良心自警，若此，就感知白吃之惭愧、白喝之羞辱、制度的约束，社会的监督，法律的惩治……此皆“外力”的作用，诚然有防止和震慑良心进入“魔道”的作用，但是，良心既烂，恶果已成，除了严惩之外也没什么挽救的法子。,可见，诱惑固然拒之不易，但是只要有勇气有毅力，拒之亦不甚难，方法并太多，耿书记所谓的“三心”足矣：以普通人的良心自责，以党员的良心自律，以公仆的良心自警，若此，就感知白吃之惭愧、白喝之羞辱、制度的约束，社会的监督，法律的惩治……此皆“外力”的作用，诚然有防止和震慑良心进入“魔道”的作用，但是，良心既烂，恶果已成，除了严惩之外也没什么挽救的法子。
0,不要太a,稷山县这样做，并不要太多的资金，也不要太多的人力、物力，关键是他们想到了，认真地抓了。,稷山县这样做，并太多的资金，也不要太多的人力、物力，关键是他们想到了，认真地抓了。
0,不要太a,”狄克强迫自己反应不要太大，“我跟你去！,”狄克强迫自己反应太大，“我跟你去！
0,不要太a,３．２降低饲养密度适当降低饲养密度；人工光照的亮度不要太强；垫料更换要勤；注意禽舍的卫生和通风条件。,３．２降低饲养密度适当降低饲养密度；人工光照的亮度太强；垫料更换要勤；注意禽舍的卫生和通风条件。
0,不要太a,笔者几次设计该保温涂料涂抹，但厚度不要太厚，一般应控高度ｈ通常都控制在４００ｍｍ之内，最小制在１００ｍｍ以内。,笔者几次设计该保温涂料涂抹，但厚度太厚，一般应控高度ｈ通常都控制在４００ｍｍ之内，最小制在１００ｍｍ以内。
0,不要太a,您只需要涂一点，然后把散热器放在上面旋转一下，使硅变得平整（里面不能有空气）就行了，切记涂抹的厚度不要太大，太大了反而会影响散热。,您只需要涂一点，然后把散热器放在上面旋转一下，使硅变得平整（里面不能有空气）就行了，切记涂抹的厚度太大，太大了反而会影响散热。
0,不要太a,禽舍应通风良好，饲养密度不要太大，屋顶增加隔热设施，增加饮水次数，防治雏鸡白痢、球虫病，加强卫生消毒工作。,禽舍应通风良好，饲养密度太大，屋顶增加隔热设施，增加饮水次数，防治雏鸡白痢、球虫病，加强卫生消毒工作。
0,不要太a,对石家庄商务中心的建议张雅琳对石家庄的商务中心提出了建议：一是规模不要太大，二是密度不要太大，要考虑石家庄的位置、交通，要有一定的外部空间。,对石家庄商务中心的建议张雅琳对石家庄的商务中心提出了建议：一是规模不要太大，二是密度太大，要考虑石家庄的位置、交通，要有一定的外部空间。
0,不要太a,不过，他希望偏差度不要太大，只不过使抛射体偏航到月球上半部便于着陆的地方。,不过，他希望偏差度太大，只不过使抛射体偏航到月球上半部便于着陆的地方。
0,不要太a,手臂动作幅度不要太大，身体用力不要太猛，要控制身体平衡，以免犯规。,手臂动作幅度太大，身体用力不要太猛，要控制身体平衡，以免犯规。
0,不要太a,但是，用户应该知道给芯片加压，总是有风险的，所以，每次加压的幅度不要太大。至于内存的搭配，不同的有不同的要求。,但是，用户应该知道给芯片加压，总是有风险的，所以，每次加压的幅度太大。至于内存的搭配，不同的有不同的要求。
0,不要太a,同时量不宜太多，强度不要太大，避免在水泥硬地撞击次数太多，造成软骨损伤。,同时量不宜太多，强度太大，避免在水泥硬地撞击次数太多，造成软骨损伤。
0,不要太a,（２）在妊娠中后期加强运动，营养浓度不要太高。（３）使用前列腺，使其比预产期提前１～２天产仔，最好控制在白天产仔，便于助产（一般在当日早晨注射１支，第二天上午开始产仔）。,（２）在妊娠中后期加强运动，营养浓度太高。（３）使用前列腺，使其比预产期提前１～２天产仔，最好控制在白天产仔，便于助产（一般在当日早晨注射１支，第二天上午开始产仔）。
0,不要太a,②如组织经其它固定剂固定，再用＼—－”固定液固定Ｚｈ，可得到同样的结果；③浸蜡温度不要太高，一般温度高于蜡熔点２℃为，温度过高易使组织变硬变服或烫伤组织，浸蜡时间要在６ｈ以上，因坚硬组织结构致密，浸蜡时间太短，不易透入；④切片刀要锋利，无刀口，无级刀，切片要用力均匀，很容易切出３～４ＰＩ厚的连续切片；⑤核贴水温在４５～ＳＯ℃可使切片迅速展开；③染色，因组织致密，纤维丰富，伊红染色时间应相对缩短，苏木素染色时间要适当延长，一般都能染出结构清晰，颜色鲜明,②如组织经其它固定剂固定，再用＼—－”固定液固定Ｚｈ，可得到同样的结果；③浸蜡温度太高，一般温度高于蜡熔点２℃为，温度过高易使组织变硬变服或烫伤组织，浸蜡时间要在６ｈ以上，因坚硬组织结构致密，浸蜡时间太短，不易透入；④切片刀要锋利，无刀口，无级刀，切片要用力均匀，很容易切出３～４ＰＩ厚的连续切片；⑤核贴水温在４５～ＳＯ℃可使切片迅速展开；③染色，因组织致密，纤维丰富，伊红染色时间应相对缩短，苏木素染色时间要适当延长，一般都能染出结构清晰，颜色鲜明
