1,就差没,就差没……呃……”萧北辰煞住舌头，两手一摊，“现在，随你处置啰！,就差……呃……”萧北辰煞住舌头，两手一摊，“现在，随你处置啰！
1,好不a,”两人好不开心，咯咯的笑个不停。,”两人好开心，咯咯的笑个不停。
1,好不a,我躲在这一丛树木后面，已经完全窥破你们的秘密了；我替你们两人好不害羞！我听见你们罪恶的诗句，留心观察着你们的举止，看见你们长吁短叹，注意到你们的热情：一个说，唉！,我躲在这一丛树木后面，已经完全窥破你们的秘密了；我替你们两人好害羞！我听见你们罪恶的诗句，留心观察着你们的举止，看见你们长吁短叹，注意到你们的热情：一个说，唉！
1,好不a,四个人好不诧异，张远亭皱眉叫道：“这是怎么回事？,四个人好诧异，张远亭皱眉叫道：“这是怎么回事？
1,好不a,“百佳，你这个人好不糊涂，身在时装界，连闻少达这三个字都没听过？,“百佳，你这个人好糊涂，身在时装界，连闻少达这三个字都没听过？
1,好不a,＂这个人好不特别，好不有趣。,＂这个人好特别，好不有趣。
1,好不a,黎归章心想这读书人好不狂妄，他知道当今的书生讲究琴棋书剑四艺备身，但这“剑”多是耍些花架，“舞”的成分倒更多些。,黎归章心想这读书人好狂妄，他知道当今的书生讲究琴棋书剑四艺备身，但这“剑”多是耍些花架，“舞”的成分倒更多些。
1,好不a,当我们急急忙忙赶到附近的一家超级商场欲买油炸春卷时，不巧货早就卖完了，令人好不遗憾。抱着一线希望找到营业员问她是否还会再加工，她答说一天就只加工一次。,当我们急急忙忙赶到附近的一家超级商场欲买油炸春卷时，不巧货早就卖完了，令人好遗憾。抱着一线希望找到营业员问她是否还会再加工，她答说一天就只加工一次。
1,好不a,原打算不在大王庄吃饭，因为下午四点十分县里还要在城关镇开个治虫现场会，可经不住王满堂的生拉硬拽，不得已才吃了两碗捞面条，可没想自行车却又被人推走了，令人好不恼火。,原打算不在大王庄吃饭，因为下午四点十分县里还要在城关镇开个治虫现场会，可经不住王满堂的生拉硬拽，不得已才吃了两碗捞面条，可没想自行车却又被人推走了，令人好恼火。
1,好不a,福州港的野蛮装卸给国家造成的损失，令人好不痛心！而晋江县东石搬运社去年装卸货物四百多万件无差错，今年上半年又装卸货物十多万吨无损坏。,福州港的野蛮装卸给国家造成的损失，令人好痛心！而晋江县东石搬运社去年装卸货物四百多万件无差错，今年上半年又装卸货物十多万吨无损坏。
1,好不a,●走出宿舍楼，迎面吹来一阵微风，暖暖的、柔柔的，令人好不舒畅。莫非是春天来了？,●走出宿舍楼，迎面吹来一阵微风，暖暖的、柔柔的，令人好舒畅。莫非是春天来了？
1,好不a,1960年初，又新垦了八十多万亩荒芜茶园、榛林，“茶苗绿油油，螺旋上山头，机器开上山，拖拉机顶老牛”，使人好不兴奋！,1960年初，又新垦了八十多万亩荒芜茶园、榛林，“茶苗绿油油，螺旋上山头，机器开上山，拖拉机顶老牛”，使人好兴奋！
1,好不a,对于萨伯与沃尔沃轿车易主，瑞典人好不伤感。瑞典最大日报《每日新闻》1月11日的文章说，瑞典的“国粹”有5样，国王、国旗、社民党、萨伯和沃尔沃两家汽车公司，现如今，萨伯与沃尔沃先后成为美国汽车巨人所拥有的诸多汽车牌子中的两个小小商标。,对于萨伯与沃尔沃轿车易主，瑞典人好伤感。瑞典最大日报《每日新闻》1月11日的文章说，瑞典的“国粹”有5样，国王、国旗、社民党、萨伯和沃尔沃两家汽车公司，现如今，萨伯与沃尔沃先后成为美国汽车巨人所拥有的诸多汽车牌子中的两个小小商标。
1,好不a,巴道夫，振作些；尼姆，你一个劲儿地吹你的牛吧；童儿，摆出些勇气来；因为福斯塔夫已经死啦，叫人好不悲伤。巴道夫但愿我常跟他在一起——不管他在哪儿，天堂还是地狱！,巴道夫，振作些；尼姆，你一个劲儿地吹你的牛吧；童儿，摆出些勇气来；因为福斯塔夫已经死啦，叫人好悲伤。巴道夫但愿我常跟他在一起——不管他在哪儿，天堂还是地狱！
1,好不a,煤爪一把抓住我，用他的手节骨顶住我的右上臂，快钻，干凿，热辣辣的，叫人好不疼痛，直到施丢特贝克又啪地捻响手指，下令住手他才罢休。,煤爪一把抓住我，用他的手节骨顶住我的右上臂，快钻，干凿，热辣辣的，叫人好疼痛，直到施丢特贝克又啪地捻响手指，下令住手他才罢休。
1,好不a,好奇的孩子总要指着它们问这问那，让大人好不尴尬。乘客们都对这些广告非常反感，认为这不仅会损害公交形象，还会损害榕城的形象。,好奇的孩子总要指着它们问这问那，让大人好尴尬。乘客们都对这些广告非常反感，认为这不仅会损害公交形象，还会损害榕城的形象。
1,好不a,夫人好不苦恼，下定决心非要使他明白她的心事不可，就把她一个心腹的贴身侍女卢斯茄叫来，对她说道：“卢斯茄，我一向待你不薄，想必你也能对我忠心耿耿。,夫人好苦恼，下定决心非要使他明白她的心事不可，就把她一个心腹的贴身侍女卢斯茄叫来，对她说道：“卢斯茄，我一向待你不薄，想必你也能对我忠心耿耿。
1,好不a,跟她站在一道的几位先生自以为是，觉得应该跟她谈谈奥丽阿娜，德·拉加东夫人好不恼火：“我一点也不愿见她。,跟她站在一道的几位先生自以为是，觉得应该跟她谈谈奥丽阿娜，德·拉加东夫人好恼火：“我一点也不愿见她。
1,好不a,”杨姓妇人好不惋惜。“一定。,”杨姓妇人好惋惜。“一定。
1,好不a,一家人好不扫兴，都各自回房歇去，竟忘了关前大门。,一家人好扫兴，都各自回房歇去，竟忘了关前大门。
1,好不a,”国香微笑，“你们一家人好不活泼。”大哥的声音：“你肯定是他？,”国香微笑，“你们一家人好活泼。”大哥的声音：“你肯定是他？
1,好不a,游山玩水，浏览名胜，一家人好不风光。至于妻儿的一千多元旅费，全部由公款报销。,游山玩水，浏览名胜，一家人好风光。至于妻儿的一千多元旅费，全部由公款报销。
1,好不a,何翠却站在门外东打量西打量，愈看愈不像话，把店家乱骂了一回，怎奈寒冬夜晚，冷风如锯齿鞭梢，吹得人好不难过，只得迈步入房。,何翠却站在门外东打量西打量，愈看愈不像话，把店家乱骂了一回，怎奈寒冬夜晚，冷风如锯齿鞭梢，吹得人好难过，只得迈步入房。
1,好不a,当他走到村落时，日正当午，阳光晒得人好不暖和。鲍尔在村子里好不容易才找到一个街角的小酒馆坐下来。,当他走到村落时，日正当午，阳光晒得人好暖和。鲍尔在村子里好不容易才找到一个街角的小酒馆坐下来。
1,好不a,教人好不恶心。你不爱看吗？,教人好恶心。你不爱看吗？
1,好不a,她不信邪，一连拿起好几块，都是相同的下场，弄得一地都是糕点屑，教人好不气恼！明熙公主气呼呼地倒杯茶。,她不信邪，一连拿起好几块，都是相同的下场，弄得一地都是糕点屑，教人好气恼！明熙公主气呼呼地倒杯茶。
1,好不a,衣饰容貌同样也是爱情的基础，一有变动，立生危险，前不也言及之乎，这种情况连皇帝的老婆，像刘彻先生的太太李女士，都知道色衰必定爱弛，偏偏仍有人坚硬其嘴，不肯承认，或仅用道德去拴，教人好不心焦。,衣饰容貌同样也是爱情的基础，一有变动，立生危险，前不也言及之乎，这种情况连皇帝的老婆，像刘彻先生的太太李女士，都知道色衰必定爱弛，偏偏仍有人坚硬其嘴，不肯承认，或仅用道德去拴，教人好心焦。
1,好不a,蓓娜进来，笑说：“波士，这小姐神情惘惘，准是你不解温柔，教人好不烦恼。”“别瞎猜。,蓓娜进来，笑说：“波士，这小姐神情惘惘，准是你不解温柔，教人好烦恼。”“别瞎猜。
1,好不a,可是新的警告贴出数日，每天甬道口仍见一大摊新的尿渍，教人好不失望。正当我一筹莫展时，贴警告语的墙壁上取而代之的是三行粗犷的黑字：野狗在此小便！,可是新的警告贴出数日，每天甬道口仍见一大摊新的尿渍，教人好失望。正当我一筹莫展时，贴警告语的墙壁上取而代之的是三行粗犷的黑字：野狗在此小便！
1,好不a,放眼看去，只见天地之间直如挂起一张雨幕，到处湿漉漉的，教人好不难受。远处寒灯点点，透过冷雨送进光来，朦朦胧胧的似是隔着一层泪花，好生凄清！,放眼看去，只见天地之间直如挂起一张雨幕，到处湿漉漉的，教人好难受。远处寒灯点点，透过冷雨送进光来，朦朦胧胧的似是隔着一层泪花，好生凄清！
1,好不a,”来人好不尴尬，但是写字的事又相强不得，你总不能摁着别人的手腕吧？,”来人好尴尬，但是写字的事又相强不得，你总不能摁着别人的手腕吧？
1,好不a,看他此刻手抱美人好不风流得意，等会见他去开车时会笑不出来，大概也哭不出来。,看他此刻手抱美人好风流得意，等会见他去开车时会笑不出来，大概也哭不出来。
1,好不a,一次放晴，护城河上空风筝飘摇，有位相貌堂堂的退休老人好不威风，白手套，花衬衫，全套米色西装，浅棕色皮鞋，慢悠悠教儿子怎样收线，老成持重俨然内阁大学士。,一次放晴，护城河上空风筝飘摇，有位相貌堂堂的退休老人好威风，白手套，花衬衫，全套米色西装，浅棕色皮鞋，慢悠悠教儿子怎样收线，老成持重俨然内阁大学士。
1,好不a,１９９２年，有一次，我正在向外商介绍宁德的投资环境，电突然停了，让人好不尴尬。宁德市依山面海，水深湾阔，不冻不淤，是难得的深水良港。,１９９２年，有一次，我正在向外商介绍宁德的投资环境，电突然停了，让人好尴尬。宁德市依山面海，水深湾阔，不冻不淤，是难得的深水良港。
1,好不a,有时候本想再静静地思考思考，谁知却传来了“静坐结束”的号令，让人好不惋惜。当大家依次退出礼堂走向教室时，绫子她们班总是排着队从直美她们面前走过。,有时候本想再静静地思考思考，谁知却传来了“静坐结束”的号令，让人好惋惜。当大家依次退出礼堂走向教室时，绫子她们班总是排着队从直美她们面前走过。
1,好不a,二月的南方，冬天似乎还没有真正到来，就已匆匆地退去，如还没有拉开弓；箭就已离弦而去，让人好不怅惘。,二月的南方，冬天似乎还没有真正到来，就已匆匆地退去，如还没有拉开弓；箭就已离弦而去，让人好怅惘。
