1,婉华的眼珠子差点儿没吓掉了，直盯着她眼前那“孔雀”瞧个不停。,婉华的眼珠子差点儿吓掉了，直盯着她眼前那“孔雀”瞧个不停。,,,
1,”徐少龙回头一望，但见那白衣俊童向他直点头拱手，神色张惶惊惧，只差一点没有跪下来乞求而已。,”徐少龙回头一望，但见那白衣俊童向他直点头拱手，神色张惶惊惧，只差一点跪下来乞求而已。,,,
1,就这么一缓气，车中刺出的两只长剑距离就差一点没有够上，也被红狼、白狼右手的爪套挡开。,就这么一缓气，车中刺出的两只长剑距离就差一点够上，也被红狼、白狼右手的爪套挡开。,,,
1,“老魏吾兄大鉴：老柯有种，他把珍露娜从我的办公室里拉走，娶了她做合法的老婆，现在他已有五子三女，再加上两个保姆及佣仆，已足可组成足球队有余，他当然惬意得喷饭啦，就只差点没有给这群小祖宗气得吐血。,“老魏吾兄大鉴：老柯有种，他把珍露娜从我的办公室里拉走，娶了她做合法的老婆，现在他已有五子三女，再加上两个保姆及佣仆，已足可组成足球队有余，他当然惬意得喷饭啦，就只差点给这群小祖宗气得吐血。,,,
1,他踢伤了两人：伤得比上次的伤还要更重，只差点没杀了两人，然后他才停了下来，从容就逮。,他踢伤了两人：伤得比上次的伤还要更重，只差点杀了两人，然后他才停了下来，从容就逮。,,,
1,那如丝的秀发，那散发着的芳香的柔滑肌肤，那充满感情的绝美脸孔，那令人销魂的纵情缠绕，在在使他如痴如狂、情难自禁，只差点没将她用力揉碎。,那如丝的秀发，那散发着的芳香的柔滑肌肤，那充满感情的绝美脸孔，那令人销魂的纵情缠绕，在在使他如痴如狂、情难自禁，只差点将她用力揉碎。,,,
1,你不记得在英国念书的时候，隔壁寝室的同学吃掉你的泡面，你就差点没啃了人家代替消夜。,你不记得在英国念书的时候，隔壁寝室的同学吃掉你的泡面，你就差点啃了人家代替消夜。,,,
1,”“这就奇怪，”明湘扶姗姗坐下：“他离不开你，就差点没跟你上女厕。,”“这就奇怪，”明湘扶姗姗坐下：“他离不开你，就差点跟你上女厕。,,,
1,”还说帮他咧，月前校场那一役就差点没整死他。,”还说帮他咧，月前校场那一役就差点整死他。,,,
1,”就若月看起来，老板只差点没跪下来膜拜阿生了。,”就若月看起来，老板只差点跪下来膜拜阿生了。,,,
1,更令他想不透的是，上次他当着她的面承认自己的心中只有日烨一个人时，看她的样子只差点没冒烟了而已，怎么这会儿又像个没事人一样的在他身边兜来兜去？,更令他想不透的是，上次他当着她的面承认自己的心中只有日烨一个人时，看她的样子只差点冒烟了而已，怎么这会儿又像个没事人一样的在他身边兜来兜去？,,,
1,他知道他娘对寒竹可是爱到了心坎里，打她看过了年寒竹之后，她不知在他耳边嘀咕过多少回有关寒竹的事，听得他耳朵差点没长茧；一旦知道寒竹将入他们雷家的门，他娘只差没谢天谢地谢祖先。,他知道他娘对寒竹可是爱到了心坎里，打她看过了年寒竹之后，她不知在他耳边嘀咕过多少回有关寒竹的事，听得他耳朵差点长茧；一旦知道寒竹将入他们雷家的门，他娘只差没谢天谢地谢祖先。,,,
1,最近的一次，他们决定一不做、二不休，干脆到南投绑架胡榛的租母，谁知道连胡家闲鹤山庄的墙都还没来得及翻进去，就差点没被六只超大的挪威那狗咬个半死。,最近的一次，他们决定一不做、二不休，干脆到南投绑架胡榛的租母，谁知道连胡家闲鹤山庄的墙都还没来得及翻进去，就差点被六只超大的挪威那狗咬个半死。,,,
1,楚云把门一掌劈开窜了进去，却见那女的惊慌的望着四周坐在地板上，满眼的雾气，只差点没滴了下来。,楚云把门一掌劈开窜了进去，却见那女的惊慌的望着四周坐在地板上，满眼的雾气，只差点滴了下来。,,,
1,一听见他说要带她出去，她高兴的要命，只差点没昏倒而已。,一听见他说要带她出去，她高兴的要命，只差点昏倒而已。,,,
1,”沈萱只差点没尖叫出来，却也知道自己是祸首，所以只好自力救济了。,”沈萱只差点尖叫出来，却也知道自己是祸首，所以只好自力救济了。,,,
1,一抹红霞飞上双颊，安筱琪更压低了头，只差点没亲到地板。,一抹红霞飞上双颊，安筱琪更压低了头，只差点亲到地板。,,,
1,知不知道她的头只差一点没撞上挡风玻璃，幸好她紧握住窗把才没撞上，否则此刻她就要向死神招手了。,知不知道她的头只差一点撞上挡风玻璃，幸好她紧握住窗把才没撞上，否则此刻她就要向死神招手了。,,,
1,”两人只差点没跪下来。,”两人只差点跪下来。,,,
1,而众人则是吓得几乎是魂不附体，只差点没有屁滚尿流！,而众人则是吓得几乎是魂不附体，只差点屁滚尿流！,,,
1,瀚禹倾尽所有的魅力一笑，那女人只差点没瘫倒在他脚下。,瀚禹倾尽所有的魅力一笑，那女人只差点瘫倒在他脚下。,,,
1,她来回踱了好几个方步，走走停停，停停走走（我看就差点没学一休和尚用手指沾上口水，在头上昼圈圈呢！,她来回踱了好几个方步，走走停停，停停走走（我看就差点学一休和尚用手指沾上口水，在头上昼圈圈呢！,,,
1,”上官流虹尖声高叫，就差点没有吐出一口鲜血。,”上官流虹尖声高叫，就差点吐出一口鲜血。,,,
1,想起之前那些被他冷瞪一眼，就差点没晕死过去的千金小姐，眼前的这个蠢女人的确有所不同。,想起之前那些被他冷瞪一眼，就差点晕死过去的千金小姐，眼前的这个蠢女人的确有所不同。,,,
1,一个清清白白、纯洁无垢，莫名地委身于“青焰门”过了将近十年双性人生活，窝囊得只差点没飞进杜鹃窝的可怜女孩哪！,一个清清白白、纯洁无垢，莫名地委身于“青焰门”过了将近十年双性人生活，窝囊得只差点飞进杜鹃窝的可怜女孩哪！,,,
1,既惊且喜的柯宾涕泪纵横，就差点没将“雨”供起来膜拜，永志其感激之心。,既惊且喜的柯宾涕泪纵横，就差点将“雨”供起来膜拜，永志其感激之心。,,,
1,她慢慢的抬起头来，只见董事长竟一脸狞笑，两人四目相交，林洵绮的血压一高，只差一点没当场晕了过去。,她慢慢的抬起头来，只见董事长竟一脸狞笑，两人四目相交，林洵绮的血压一高，只差一点当场晕了过去。,,,
1,他一双眼含情脉脉的望着讲台上的林洵绮，有时还忍不住地冲着她咧嘴傻笑，扮鬼脸，望得林洵绮又好气、又好笑，只差一点没将他赶出课堂。,他一双眼含情脉脉的望着讲台上的林洵绮，有时还忍不住地冲着她咧嘴傻笑，扮鬼脸，望得林洵绮又好气、又好笑，只差一点将他赶出课堂。,,,
1,」可恩的眼珠子瞪得像铜铃一样大，只差点没掉出来。,」可恩的眼珠子瞪得像铜铃一样大，只差点掉出来。,,,
1,芮儿也在四处观看她和小姐的“新家”，她就差点儿没有“哇啊”的一声喊出惊喜来而已。,芮儿也在四处观看她和小姐的“新家”，她就差点儿“哇啊”的一声喊出惊喜来而已。,,,
1,当承办的那名美国小姐拿到他的申请和护照时，先是反复不停地来回看，后来甚至横着看，只差点没有倒过来看，最后做无可奈何状摇了摇头。,当承办的那名美国小姐拿到他的申请和护照时，先是反复不停地来回看，后来甚至横着看，只差点倒过来看，最后做无可奈何状摇了摇头。,,,
1,你知道吗：这样的大刀也对付过爱国学生哩！我就差点没有吃这样一刀。,你知道吗：这样的大刀也对付过爱国学生哩！我就差点吃这样一刀。,,,
1,老板娘蹲下来，把她从头到脚打量一遍，只差点没有把她从头到脚嗅闻一遍。,老板娘蹲下来，把她从头到脚打量一遍，只差点把她从头到脚嗅闻一遍。,,,
1,“你看林丽怎么样？前天咱们突围的时候，她就差点儿没有‘虚脱’了！”,“你看林丽怎么样？前天咱们突围的时候，她就差点儿‘虚脱’了！”,,,
1,那贼杀才也就得意洋洋，不断的自称自赞，跟着又搂搂抱抱，亲亲摸摸，这些无耻丑态只差点儿没把我当场气死。,那贼杀才也就得意洋洋，不断的自称自赞，跟着又搂搂抱抱，亲亲摸摸，这些无耻丑态只差点儿把我当场气死。,,,
1,那棍子只差一点儿没有打着他的脑袋。,那棍子只差一点儿打着他的脑袋。,,,
1,只差一点没和那漂亮女人做成一回好事。,只差一点和那漂亮女人做成一回好事。,,,
1,因为他们实在有了经验，孩子多了都要丢的，小雅格就差一点没有丢了，何况东西？,因为他们实在有了经验，孩子多了都要丢的，小雅格就差一点丢了，何况东西？,,,
1,路路通看了这个场面脸都给吓白了。费克斯只差一点没晕过去。,路路通看了这个场面脸都给吓白了。费克斯只差一点晕过去。,,,
1,瓦尔瓦拉·伊万诺夫娜说，因为她开始说起法国话来，老百姓就差一点没把她打死……”,瓦尔瓦拉·伊万诺夫娜说，因为她开始说起法国话来，老百姓就差一点把她打死……”,,,
0,叶利钦在党代会开始时几乎差一点没能当上代表，只是在他的力争下才取得了出席大会的资格。,叶利钦在党代会开始时几乎差一点能当上代表，只是在他的力争下才取得了出席大会的资格。,,,
0,好像是对他犹豫的惩罚似的，他的脚踩在草丛中时，陷了进去，差点没能拔出鞋来。,好像是对他犹豫的惩罚似的，他的脚踩在草丛中时，陷了进去，差点能拔出鞋来。,,,
0,她感到嗓子好象有什么东西堵着，差点没能说出话来：“总机，请立即要一辆救护车，地址是杰克逊广场，四二零一号。,她感到嗓子好象有什么东西堵着，差点能说出话来：“总机，请立即要一辆救护车，地址是杰克逊广场，四二零一号。,,,
0,”钱满天差点没能从大院里出来。,”钱满天差点能从大院里出来。,,,
0,她很是纳闷，神医可以说是得天独厚的天之骄子，医术硬是要得，刚才在关帝庙前，众人的喝采便是最佳的证据；而他似乎还有点功夫底子，动作还挺俐落的，害她差点没能跟上他的脚程，要不是她抄了捷径，恐怕早就跟丢了！,她很是纳闷，神医可以说是得天独厚的天之骄子，医术硬是要得，刚才在关帝庙前，众人的喝采便是最佳的证据；而他似乎还有点功夫底子，动作还挺俐落的，害她差点能跟上他的脚程，要不是她抄了捷径，恐怕早就跟丢了！,,,
1,”菊芳：“你不知道刚才我多担心，看到水浪直翻，又看到有血水上来，我以为你完了呢：“杜英豪笑笑道：“是差一点，他在水裹居然抓住了我的脖子，差点没要了我的命，幸好我在他身上摸到了一把刀，你看到的血水，就是那时流出来的。,”菊芳：“你不知道刚才我多担心，看到水浪直翻，又看到有血水上来，我以为你完了呢：“杜英豪笑笑道：“是差一点，他在水裹居然抓住了我的脖子，差点要了我的命，幸好我在他身上摸到了一把刀，你看到的血水，就是那时流出来的。,,,
