1,两年后他高兴地说，第一口差点没吐，后来一次能喝三大碗。,两年后他高兴地说，第一口差点吐，后来一次能喝三大碗。
1,谭意哥低下了头，及老博士道：“不是受了点惊，是差点没送掉小命，所以我老头子能够及时赶回来，叨扰大家这份盛情，要感谢两个人，一个是胡天广，一个是李大全，刚才你们吵着要我说明经过，我拖着要等意哥来，由她来说才显得精采，现在她来了，叫她快说吧。,谭意哥低下了头，及老博士道：“不是受了点惊，是差点送掉小命，所以我老头子能够及时赶回来，叨扰大家这份盛情，要感谢两个人，一个是胡天广，一个是李大全，刚才你们吵着要我说明经过，我拖着要等意哥来，由她来说才显得精采，现在她来了，叫她快说吧。
1,”张玉朗道：“乡试登榜首，只是为了明白一下自己的才调是否可以求售，可是家母却为此大为兴奋，每天都逼着我人帷中苦读，她老人家自己则成天求神拜佛，字定了我，一步都不让我出门，我关了一年多，整得我差点没发疯。,”张玉朗道：“乡试登榜首，只是为了明白一下自己的才调是否可以求售，可是家母却为此大为兴奋，每天都逼着我人帷中苦读，她老人家自己则成天求神拜佛，字定了我，一步都不让我出门，我关了一年多，整得我差点发疯。
1,杨大年急得差点没发疯，就这几天功夫的折腾，他居然瘦下去一个圈子，衣服能够多打个摺子了。,杨大年急得差点发疯，就这几天功夫的折腾，他居然瘦下去一个圈子，衣服能够多打个摺子了。
1,”车老大道：“原来是这么回事，那菩萨还真灵验，我孩子他娘去年掉了个锁片，是十二两银子打的，一直没找着，她哭得差点没噎气，那天我也烧束香去求求看。,”车老大道：“原来是这么回事，那菩萨还真灵验，我孩子他娘去年掉了个锁片，是十二两银子打的，一直没找着，她哭得差点噎气，那天我也烧束香去求求看。
1,谭意哥吓了一大跳，差点没尖叫出声，定了下来道：“好呀，原来你是在装睡骗我。,谭意哥吓了一大跳，差点尖叫出声，定了下来道：“好呀，原来你是在装睡骗我。
1,这时猝不及防，连忙反手勾一下舟子的肩头，差点没掉向湖中，那舟子吃他借力一勾，站不稳脚，扑向船边。,这时猝不及防，连忙反手勾一下舟子的肩头，差点掉向湖中，那舟子吃他借力一勾，站不稳脚，扑向船边。
1,自己方才小看了他，差点儿没吃亏，幸而脚下得力，才占了上风，然而这可不大光明，并且可见敌人功力之高，委实在自己之上。,自己方才小看了他，差点儿吃亏，幸而脚下得力，才占了上风，然而这可不大光明，并且可见敌人功力之高，委实在自己之上。
1,但见这位年及百龄的老人，身形飞开三丈之外，落向地下之时，身形连摇，差点儿没趴倒地上。,但见这位年及百龄的老人，身形飞开三丈之外，落向地下之时，身形连摇，差点儿趴倒地上。
1,”身子一歪，差点没撞到那人身上。,”身子一歪，差点撞到那人身上。
1,这样一来，陆小郎可看清那少女的真面目，谁知不看犹可，这一看，差一点没使陆小郎魂飞天外。,这样一来，陆小郎可看清那少女的真面目，谁知不看犹可，这一看，差一点使陆小郎魂飞天外。
1,火护法在空中儿个翻身，才消减冲势，步履踉跄，重重跌落在地，他心里暗暗吃惊，惶惶忖道：“哟……这一脚好厉害，踢得我两眼金星直冒，落地竟也这么狼狈，差点没跌倒……”“棘！,火护法在空中儿个翻身，才消减冲势，步履踉跄，重重跌落在地，他心里暗暗吃惊，惶惶忖道：“哟……这一脚好厉害，踢得我两眼金星直冒，落地竟也这么狼狈，差点跌倒……”“棘！
1,”魏一禾气得要跳起来，差点没有向我脸上挥拳：“放屁，你把我当作什么人，居然会吃男人的醋。,”魏一禾气得要跳起来，差点向我脸上挥拳：“放屁，你把我当作什么人，居然会吃男人的醋。
1,”小高听到这里，差点没当场昏倒过去。,”小高听到这里，差点当场昏倒过去。
1,”我和小高立时互望一眼，两个人都差点没跳起来。,”我和小高立时互望一眼，两个人都差点跳起来。
1,这一球，击中我左边面颊，虽然只是中了面颊侧，却也非同小可，差点没令我当场昏倒过去！,这一球，击中我左边面颊，虽然只是中了面颊侧，却也非同小可，差点令我当场昏倒过去！
1,陆小祥一面乌乌眼地可伶的看着骂他的施妈妈，垩着垩着不小心就摔了一跤，膝盖擦损了皮，细溜溜地一大块，施妈妈想到梅绮心疼地抱住她儿子，彷佛那块皮是她们育儿院的人吃去了似的，差点没怨出来……,陆小祥一面乌乌眼地可伶的看着骂他的施妈妈，垩着垩着不小心就摔了一跤，膝盖擦损了皮，细溜溜地一大块，施妈妈想到梅绮心疼地抱住她儿子，彷佛那块皮是她们育儿院的人吃去了似的，差点怨出来……
1,可是“老教练”群里忽然飞出一人，矮小、精悍，正是今天与我冲突，掴我耳光，与老二差点没打起来的那个人。,可是“老教练”群里忽然飞出一人，矮小、精悍，正是今天与我冲突，掴我耳光，与老二差点打起来的那个人。
1,”韦青青青叫了起来，他差点没跳起来：“这是什么话？,”韦青青青叫了起来，他差点跳起来：“这是什么话？
1,”方恨少差点没冲口而出：从我这个角度看去，她对我笑多於对你笑！,”方恨少差点冲口而出：从我这个角度看去，她对我笑多於对你笑！
1,”他差一点没揪住明珠（要不是她，他早就揪住了）：“你是说万人敌麾下首席高手，‘一统神剑’李商一！,”他差一点揪住明珠（要不是她，他早就揪住了）：“你是说万人敌麾下首席高手，‘一统神剑’李商一！
1,他仿佛有一种能耐，能近木则成木，近火则如火，近水则溶水，近金则成金，近士则人士……我差一点儿没撞到他身上去。,他仿佛有一种能耐，能近木则成木，近火则如火，近水则溶水，近金则成金，近士则人士……我差一点儿撞到他身上去。
1,把蔡狂也说得愣一愣的，差点没拍烂手掌叫好。,把蔡狂也说得愣一愣的，差点拍烂手掌叫好。
1,”一语未毕，只觉一阵金星直冒，忙扶壁才能立稳，差点没晕眩过去。,”一语未毕，只觉一阵金星直冒，忙扶壁才能立稳，差点晕眩过去。
1,白欣如差点没呼出来。,白欣如差点呼出来。
1,要不是梁经理及时拉住，她差点没一脚把那人自三十二级楼梯上踢下去！,要不是梁经理及时拉住，她差点一脚把那人自三十二级楼梯上踢下去！
1,”她水仙叶子一般的手指，往唐宝牛就是一指，差点没戳在唐宝牛的大鼻子上，唐宝牛忙一至脖躲了过去,”她水仙叶子一般的手指，往唐宝牛就是一指，差点戳在唐宝牛的大鼻子上，唐宝牛忙一至脖躲了过去
1,但不运力犹好，一旦运力，只觉寒气攻心，真气走岔，一个内力反激回丹田，差点没闭过气去。,但不运力犹好，一旦运力，只觉寒气攻心，真气走岔，一个内力反激回丹田，差点闭过气去。
1,”方歌吟猛然一醒，知来了大敌，暗骂自己好胡涂，差点没栽在别人手里，即手按金虹剑，敛神凝目以待。,”方歌吟猛然一醒，知来了大敌，暗骂自己好胡涂，差点栽在别人手里，即手按金虹剑，敛神凝目以待。
1,被这不速之客吓得飞也似的走了，差点没撞在五名大汉中的一名驼背大汉的马屁股上。,被这不速之客吓得飞也似的走了，差点撞在五名大汉中的一名驼背大汉的马屁股上。
1,两人僵持不下时，“刀王”那儿已占先机，忽然人影一闪，兆秋息与之对了六刀，竟震得虎口欲裂；鞠秀山也觉一股大力，震开自己和慕容小意的双袖，那人双袖翻飞，鞠秀山接得五六招，便觉天旋地转，把桩不住，十七八个旋身转了开去，差点儿没摔个倒栽葱！,两人僵持不下时，“刀王”那儿已占先机，忽然人影一闪，兆秋息与之对了六刀，竟震得虎口欲裂；鞠秀山也觉一股大力，震开自己和慕容小意的双袖，那人双袖翻飞，鞠秀山接得五六招，便觉天旋地转，把桩不住，十七八个旋身转了开去，差点儿摔个倒栽葱！
1,他扼住自己的咽喉，几次差点没翻到河里去。,他扼住自己的咽喉，几次差点翻到河里去。
1,他一面随众人退回衙里，一面扫视四周，但周围黑忽忽的，什么也没有出来，他边走边回头看，修然止步才差一点没撞在阶前另个人的身上。,他一面随众人退回衙里，一面扫视四周，但周围黑忽忽的，什么也没有出来，他边走边回头看，修然止步才差一点撞在阶前另个人的身上。
1,李布衣几乎变成了一个泥人，不过他这时才能舒一口大气：差点儿没变成一个泥鬼！,李布衣几乎变成了一个泥人，不过他这时才能舒一口大气：差点儿变成一个泥鬼！
1,飞鸟想过去助战，突然眼前一黑，气为之间，竟“咕哆”一声，在石上摔了个仰八叉，差点没卷人浪潮里去…飞鸟这时才知道不知何时，自己竟喝了一肚子水，胃胀卜卜的，很不好受。,飞鸟想过去助战，突然眼前一黑，气为之间，竟“咕哆”一声，在石上摔了个仰八叉，差点卷人浪潮里去…飞鸟这时才知道不知何时，自己竟喝了一肚子水，胃胀卜卜的，很不好受。
1,差点没往喉里吞。,差点往喉里吞。
1,”“他们分布在全世界各地，明天来的三人，一位是台湾人，一位是香港人，另外一位是这组织里核心份子，‘六人帮’的老大，我也不大清楚他到底是哪里人……”突然，他急速转向、猛然刹掣，灿亮的灯骤近而过，差点没眼前面的车子相撞。,”“他们分布在全世界各地，明天来的三人，一位是台湾人，一位是香港人，另外一位是这组织里核心份子，‘六人帮’的老大，我也不大清楚他到底是哪里人……”突然，他急速转向、猛然刹掣，灿亮的灯骤近而过，差点眼前面的车子相撞。
1,他往敌人一喷，结果，倒射在自己眼上，差点没穿脑而出，还好避了另一只……不过，一只眼睛算是废了——你好狠啊你！,他往敌人一喷，结果，倒射在自己眼上，差点穿脑而出，还好避了另一只……不过，一只眼睛算是废了——你好狠啊你！
